"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,   "pstatic_in"   ,     "pdyn_in"    ,   "pstatic_out"  ,    "pdyn_out"    ,   "pstatic_in1"  ,    "pdyn_in1"    ,   "pstatic_in2"  ,    "pdyn_in2"    ,   "pstatic_in3"  ,    "pdyn_in3"    ,   "pstatic_in4"  ,    "pdyn_in4"    ,    "pdyn_out1"   ,    "pdyn_out2"   ,    "pdyn_out3"   ,      "phigh"     ,      "plow"      ,     "in_den1"    ,     "in_den2"    ,     "in_den3"    ,     "in_den4"    ,    "out_den1"    ,    "out_den2"    ,    "out_den3"    ,    "mflow_in"    ,    "mflow_out"   ,      "pdrop"     
          10,      -4.434963423,      -4.117963742,      -4.083548316,       3.723028989,       1.482313834,      -1.074155584,       1.440572877,     -0.2446360246,           1.34643,     -0.4917395953,       1.690216586,       10.08507877,       1.546306574,       5.481479099,       1.320331632,        2.71606422,       2.391305005,        1.54956766,       5.205342823,      0.3664172934,     0.05327201456,     0.05722478292,     0.05696453649,     0.05126304593,     0.05013122247,    -0.06691930292,   -0.002932333235,      0.2187243799,    -0.01972041369,        4.83892553
          11,      -4.479503515,      -4.105369262,      -4.094895997,       3.837380519,       1.444510805,      -1.695214089,       2.398665758,      0.6670122773,       1.220337997,      -1.093856537,       1.628495447,       9.723771005,        1.55360708,       5.772925943,       1.344502626,       2.353375887,       2.460560825,       1.528141635,       5.281891324,       0.703451669,     0.05064562953,     0.05607941551,     0.05715921998,     0.05199810726,     0.04668371959,    -0.06757569954,   -0.007233460809,      0.2158823723,    -0.02812544076,       4.578439655
          12,      -4.532180809,      -4.068359492,      -4.095610255,       4.071851876,       1.401124342,      -1.337857539,       2.852643089,       1.955523608,       1.107900145,      -1.425733101,       1.544871089,       9.473353996,        1.52553038,        5.91152097,       1.386797957,       1.967979264,       2.542129491,       1.478077828,       5.472976219,       1.514785551,     0.04828707626,     0.05477265395,     0.05662461103,     0.05297184579,     0.04265621469,    -0.06832598498,    -0.01201853641,       0.212656187,    -0.03768830669,       3.958190668
          13,      -4.573606617,      -4.054401142,      -4.096742962,       4.401100232,       1.362806092,     -0.7166693689,       3.034282932,        3.51621585,       1.035325579,      -1.485234564,       1.461399949,       9.400306651,       1.470146074,       5.869292159,       1.438250622,       1.641279698,       2.646241252,        1.43319184,       5.763906324,       2.317613563,     0.04675699337,     0.05356798012,     0.05549027176,     0.05400266426,     0.03894006176,    -0.06928089637,    -0.01708819485,      0.2098179095,    -0.04742902947,       3.446292761
          14,      -4.596274641,      -4.069329743,      -4.104458277,       4.778727618,        1.33777735,     -0.1460453437,       3.120031765,       5.130764578,       1.012877672,       -1.32605283,       1.397961481,       9.537213647,       1.402674768,       5.645835106,       1.490021577,       1.400374714,       2.784630731,       1.421685967,       6.116504968,       2.973986421,     0.04631400366,     0.05263539916,     0.05408305054,     0.05497573815,     0.03597455781,    -0.07053749011,    -0.02249574555,      0.2080081915,    -0.05705867786,       3.142518547
          15,      -4.599587039,      -4.105493381,      -4.119024552,       5.152951838,       1.330000576,      0.2758834641,       3.197658172,       6.597553967,       1.037877689,      -1.055954239,        1.36385643,       9.854280166,       1.340720782,       5.276606044,       1.534131022,       1.238141108,       2.961701976,       1.463292314,       6.482952414,       3.473541636,     0.04695060748,     0.05203859652,     0.05283185827,     0.05578377757,     0.03383778205,    -0.07210772001,    -0.02842044414,      0.2076048398,    -0.06669038211,       3.009410777
          16,      -4.600668034,      -4.151286317,      -4.136956706,         5.4810904,       1.339140287,      0.5399600188,       3.302980293,       7.788219881,       1.100125833,     -0.7751357007,       1.354962248,       10.26801152,       1.301959983,       4.815336328,        1.56446054,       1.131794153,       3.172242886,       1.565426058,       6.820230686,       3.842940312,     0.04842366356,     0.05175304919,     0.05213468608,     0.05633538915,     0.03235264868,    -0.07393190617,    -0.03486392279,       0.208646788,    -0.07644318029,       2.977290374
          17,      -4.614859405,      -4.188141565,       -4.15482443,       5.754286366,       1.360834478,      0.6827029085,       3.437960386,       8.714317199,       1.184022284,     -0.5150362518,       1.357531516,       10.68445183,       1.301707827,       4.293643708,       1.575805198,       1.058728846,       3.391499833,       1.726800836,       7.115120844,       4.120663295,     0.05030806838,     0.05166780144,     0.05224928365,     0.05654287225,     0.03126625027,    -0.07582736226,    -0.04141441256,      0.2107680257,    -0.08597552455,        2.99445755
          18,      -4.642058358,      -4.217078597,      -4.174824511,       5.942948169,        1.39119556,      0.7286446913,       3.596666854,       9.322152701,       1.279600203,     -0.2725562524,        1.35984088,       10.95879445,        1.34334598,       3.775532765,       1.568500153,      0.9907415691,       3.608283488,       1.936287597,       7.334143729,       4.325311545,     0.05232678085,     0.05166654906,     0.05314842927,     0.05641446587,     0.03017348653,    -0.07774178835,    -0.04790047155,      0.2135562251,    -0.09546877337,       3.008832184
          19,      -4.676801072,       -4.23645753,      -4.199330057,       6.023984912,       1.425052821,      0.7049209806,       3.768475281,       9.585286624,       1.375801404,    -0.02188383112,       1.356603247,       10.97207399,        1.41670346,       3.327357121,       1.544097513,       0.908404397,       3.815695194,       2.182683381,       7.449037733,       4.473396261,     0.05424914339,     0.05165690884,     0.05457760337,     0.05597417647,     0.02874970596,     -0.0796349438,    -0.05422309954,      0.2164578321,     -0.1051083374,       2.975641471
          20,      -4.705801998,      -4.246329896,      -4.232490313,       5.992609161,       1.458440312,      0.6487844919,        3.94018105,       9.527483579,       1.466109765,      0.2596580806,       1.348506559,       10.67105398,       1.504821461,       3.007035479,       1.506126353,      0.8018715919,       4.010641371,       2.449756556,       7.451049473,       4.588965542,     0.05597536509,     0.05160111727,     0.05621562636,     0.05527946333,     0.02678806073,    -0.08145489504,    -0.06025703598,      0.2190715721,     -0.1149238703,       2.862083931
          21,       -4.71987257,      -4.249338928,      -4.274349507,       5.857617857,       1.488233883,      0.5778366876,       4.106153412,       9.194649935,       1.545836673,       0.581410106,       1.337634654,       10.06929382,       1.591922553,       2.853544526,        1.45977987,      0.6743906984,       4.196621909,        2.73010889,       7.345851741,         4.6839901,     0.05744674468,     0.05148370311,      0.0577957387,     0.05441939053,     0.02423464501,    -0.08318981267,    -0.06590892003,       0.221145577,     -0.1248640877,       2.661861641
          22,      -4.717741719,      -4.245253798,      -4.320328886,       5.637886101,       1.511486208,      0.5026246656,       4.262936604,       8.642526419,       1.610562891,      0.9525240609,       1.324830084,       9.217825334,       1.666176362,       2.881728844,       1.410935788,      0.5335980057,       4.377016796,       3.018765226,       7.149372309,       4.765561269,     0.05860837582,     0.05129177824,     0.05912846826,     0.05349943695,     0.02112855097,    -0.08481458782,    -0.07110851985,      0.2225280593,     -0.1347945567,        2.38381104
          23,      -4.708863505,      -4.237658738,      -4.361702424,       5.368818595,       1.527394052,       0.434258077,       4.404147788,       7.952902213,       1.662374339,       1.382646078,       1.309061054,       8.192120417,       1.721335219,       3.084139227,       1.364767787,      0.3910245048,       4.555580355,       3.301817028,       6.896212647,       4.838405865,      0.0595134712,     0.05100286207,     0.06011747779,     0.05261629495,     0.01755422206,    -0.08632190975,    -0.07576601202,       0.223250106,     -0.1445336997,       2.057806781
          24,       -4.69984478,      -4.229599089,      -4.389367845,       5.077277789,       1.533275542,      0.3751520133,       4.524581586,        7.16524431,       1.695547741,         1.8909346,       1.288260736,       7.066942397,       1.754421926,       3.436863249,       1.325339172,      0.2611726381,       4.730018484,       3.570386715,        6.61055333,         4.8997336,     0.06007788804,     0.05058855956,     0.06071654643,     0.05184888834,     0.01364749692,    -0.08768622911,    -0.07985669351,      0.2232318824,     -0.1538954257,       1.710819731
          25,      -4.696526264,      -4.221645907,      -4.398471271,       4.795875948,        1.52850175,      0.3265595805,       4.619755999,       6.330321052,       1.709099261,       2.512738804,       1.261434041,       5.894779901,       1.765496664,       3.913482662,       1.295044653,      0.1580293459,        4.89253473,       3.813755801,       6.324377698,        4.94631558,     0.06029595693,     0.05004256781,     0.06092770104,     0.05124753644,    0.009614891747,    -0.08887693703,    -0.08330364796,      0.2225137622,     -0.1625656932,       1.378062118
          26,      -4.699890992,      -4.216216933,      -4.395846783,       4.557875592,       1.513951058,      0.2863244886,       4.689405631,       5.502454561,       1.704024093,       3.270245035,       1.229803465,       4.736731792,       1.756768869,       4.476850946,       1.274663663,     0.08957627705,       5.036463296,       4.029207077,       6.071826649,        4.97573012,      0.0601879691,      0.0493974078,     0.06078762029,     0.05083540794,    0.005582151156,    -0.08988512942,    -0.08614418405,      0.2212084051,     -0.1704471623,       1.096096529
          27,      -4.712414462,      -4.216721806,      -4.386500889,       4.396099887,       1.492017084,      0.2460107528,       4.739489192,       4.744989184,       1.683825681,       4.166918698,       1.196830109,       3.658640919,       1.731464624,       5.083697321,       1.264034034,     0.07182477899,       5.157737037,       4.223334132,       5.888116971,       4.985499945,     0.05981135892,     0.04872475737,     0.06035001393,     0.05061815564,    0.001658644246,    -0.09071624361,    -0.08850803127,      0.2195042859,     -0.1775656306,      0.9026170268
          28,      -4.733829046,      -4.219139415,      -4.372419763,       4.330330636,       1.465119585,      0.2113510878,       4.769959231,       4.098953381,       1.650299706,       5.197931295,       1.167490909,       2.698098473,        1.69318432,       5.701080507,       1.262554822,     0.01581349295,       5.249995568,        4.39290948,       5.795450221,       4.981310319,     0.05919411446,     0.04812612808,     0.05967483299,     0.05058916626,   -0.002050808741,    -0.09134118227,    -0.09043168146,      0.2175842418,     -0.1838236725,      0.8141399027
          29,      -4.764387624,      -4.223769863,      -4.356344883,        4.37280416,       1.436277824,      0.1809998876,       4.786090942,       3.603213027,       1.605771878,       6.337418882,       1.146805503,       1.882871957,       1.646627729,        6.29875406,         1.2694983,     0.05076160126,       5.313412105,       4.540838853,       5.809081985,        4.96709083,     0.05837013662,     0.04770560972,      0.0588424163,     0.05073425002,   -0.005454689104,    -0.09177018936,    -0.09199764081,      0.2156524127,     -0.1892225193,      0.8419911552
          30,      -4.801923872,      -4.230378595,      -4.343853205,       4.524614726,       1.408549107,      0.1547328345,       4.791877943,       3.297404867,        1.55343636,       7.526697794,        1.13794239,       1.237044472,        1.59670425,       6.841073791,        1.28403493,     0.09663852446,       5.353943856,       4.671372763,       5.933163833,       4.946610778,      0.0573888041,     0.04753054464,     0.05793874873,     0.05103270403,   -0.008624314914,    -0.09204624468,    -0.09329750986,      0.2138908015,     -0.1939680695,      0.9865530554
          31,      -4.844769853,      -4.239555634,      -4.336461295,       4.775031338,       1.384348696,       0.138762882,       4.789790982,       3.207192374,       1.496250546,        8.70314491,       1.142124095,      0.7657863753,       1.547852146,       7.299545078,       1.304843331,      0.1579020091,        5.37604008,       4.785512095,       6.159380034,       4.928553864,     0.05630024843,     0.04762626168,     0.05704355929,     0.05145147716,    -0.01158199927,    -0.09219692827,    -0.09437767908,      0.2124215466,     -0.1981566066,        1.23082617
          32,      -4.887665416,       -4.25015435,      -4.335608523,       5.103886156,       1.365304884,      0.1313150682,       4.783679522,         3.3444057,       1.437399275,       9.809516602,       1.158296094,      0.4584553902,       1.503646137,       7.654810341,       1.330171295,      0.2351254884,       5.387242426,       4.887543557,       6.469191041,        4.91499459,     0.05516355021,     0.04796817515,     0.05622376204,     0.05195069217,    -0.01442032679,    -0.09227333341,    -0.09530608402,      0.2113061796,     -0.2019997442,       1.554196451
          33,      -4.923752745,      -4.261636749,      -4.340992391,       5.486607866,       1.352106219,      0.1283341734,       4.778697345,       3.706900484,       1.380266339,        10.8042567,       1.183870962,      0.2945385966,       1.466126676,       7.897714914,       1.357950225,      0.3291844246,       5.397276793,       4.980901884,       6.838714085,       4.907031518,     0.05404678023,     0.04849822614,     0.05551992675,     0.05248801534,    -0.01720657801,      -0.092344829,    -0.09613175799,      0.2105529485,      -0.205683165,       1.931682567
          34,      -4.947162845,      -4.272477048,      -4.351845365,       5.897777789,       1.344550003,      0.1296310618,       4.777134035,       4.277417685,        1.32843778,       11.66177464,       1.215535989,      0.2497114328,       1.435736932,       8.028791035,       1.385752237,      0.4417818136,       5.412381876,       5.065748817,       7.242327792,       4.906765097,     0.05302562391,     0.04914405051,     0.05494401003,      0.0530179095,    -0.01999610052,    -0.09245695322,    -0.09686634411,       0.210131594,     -0.2093193979,       2.335562696
          35,      -4.955465985,      -4.281508244,      -4.366188002,       6.315263222,       1.341807503,      0.1353380653,       4.779618965,       5.022908756,       1.285468148,       12.37219869,       1.249956237,      0.3013955889,       1.411583479,       8.057942428,       1.411256978,      0.5748397023,       5.434083847,       5.142015786,       7.657070725,        4.91495703,     0.05217700317,     0.04983527582,     0.05448237594,     0.05349919259,    -0.02282151065,    -0.09262607296,    -0.09751438398,      0.2099938475,     -0.2129619676,       2.742113695
          36,      -4.953805094,      -4.289267397,      -4.380842449,       6.722228665,        1.34275697,      0.1452271616,       4.786876382,       5.894193393,       1.254541153,       12.93748481,       1.284411046,      0.4328346417,       1.392017219,       8.002818232,       1.432402219,      0.7283599777,       5.464168639,        5.20772004,       8.064985636,       4.932103544,     0.05157065074,     0.05051698741,     0.05410579609,     0.05389624741,    -0.02566750491,    -0.09287560639,    -0.09806031289,      0.2100896816,     -0.2166034242,       3.132882092
          37,      -4.949716055,      -4.296445635,      -4.393034779,       7.107956586,       1.346343979,      0.1592031778,       4.799177578,       6.831058993,       1.238245438,       13.36669734,       1.317026477,      0.6342705924,       1.375239477,       7.886789125,       1.447617263,      0.8996402241,       5.502324034,       5.261225325,       8.454300565,       4.958380755,     0.05126375011,     0.05115346627,     0.05378084387,     0.05418214903,    -0.02847832928,    -0.09321737057,    -0.09848948575,      0.2103802093,     -0.2201851856,       3.495919809
          38,      -4.949333823,       -4.30419832,      -4.400790498,       7.466476857,       1.351782088,      0.1680175119,       4.819519101,       7.766749465,        1.23792828,       13.67232509,       1.346839977,      0.9016013973,       1.359837936,       7.736551296,       1.456009062,       1.086577642,       5.556124503,       5.300822216,       8.818258944,       4.987536613,     0.05128532773,      0.0517283117,     0.05348065921,     0.05434144865,    -0.03122966626,     -0.0937174808,    -0.09878538457,      0.2108357473,     -0.2237325316,       3.830722331
          39,      -4.956681235,      -4.313806099,      -4.403728006,       7.794494849,       1.358629615,      0.1697295752,       4.847287774,       8.635630854,       1.253376991,       13.86742507,       1.373594846,       1.233831328,       1.345083284,       7.579278411,       1.457444445,       1.284751664,       5.625839777,       5.324364453,       9.153124463,        5.01701735,     0.05162764692,     0.05223917732,     0.05319112808,     0.05437158024,    -0.03387506514,    -0.09438732777,    -0.09892686418,      0.2114295326,     -0.2271892571,       4.136107114
          40,      -4.972208355,      -4.325975482,      -4.403144936,        8.08870356,       1.366765313,      0.1630602775,       4.881516899,       9.379547827,       1.282784645,       13.96318668,       1.397544567,        1.62946911,        1.33099018,       7.440065768,       1.452586865,       1.489690543,       5.711458576,       5.330136866,       9.455468873,       5.044577176,      0.0522458486,     0.05269307551,     0.05291263701,      0.0542840852,    -0.03638275484,    -0.09523225088,    -0.09889611679,      0.2121356463,     -0.2305111225,       4.410891697
          41,      -4.994724602,      -4.340283183,      -4.401101057,       8.344923656,       1.376246545,      0.1572155413,       4.917046165,       9.954204186,       1.323179705,       13.96875749,       1.419132906,       2.085171006,       1.318066694,       7.339104674,       1.442831072,       1.694488288,       5.802823101,        5.31757259,       9.721170201,       5.074261707,     0.05306984086,     0.05309979619,     0.05265544143,     0.05410382379,    -0.03870331285,     -0.0961839924,    -0.09868538325,      0.2129289023,     -0.2335726885,       4.646908495
          42,       -5.02031776,      -4.355152189,      -4.399998903,       8.556996123,       1.387201053,      0.1531758031,       4.953098715,       10.33031568,       1.370915881,       13.89078377,       1.438879139,       2.593714335,       1.307092076,       7.289081361,       1.430214368,       1.893859311,       5.900236718,       5.286504281,       9.944197176,       5.106274518,      0.0540183121,     0.05346983381,     0.05243562181,     0.05386803741,     -0.0408189844,    -0.09724514123,    -0.09829013037,      0.2137918051,      -0.236354256,       4.837922658
          43,      -5.043462402,       -4.36797638,      -4.401514187,       8.717682199,       1.399635903,      0.1515931212,        4.98901502,       10.49503669,       1.422116439,       13.73415418,       1.457180694,       3.143801116,       1.298828459,       7.293399853,       1.417090628,       2.085491817,       6.002909431,       5.238028315,        10.1173181,       5.140608141,     0.05501045983,      0.0538108966,     0.05226931309,     0.05362069386,    -0.04274317251,    -0.09840567036,    -0.09771700762,      0.2147113634,     -0.2388658505,       4.976709961
          44,      -5.058352684,      -4.376498279,      -4.406795166,       8.820061293,       1.413420791,      0.1455643648,       5.029061423,       10.45057092,       1.473234536,       13.50288058,       1.474358892,       3.721101694,       1.293818097,       7.345596084,       1.405794041,       2.267565265,       6.119637647,       5.174442724,       10.23348208,       5.174625788,     0.05597802435,      0.0541290857,     0.05216824768,     0.05340624283,    -0.04448492876,    -0.09971362928,    -0.09698390741,      0.2156816006,     -0.2411824655,       5.058856296
          45,      -5.062375077,      -4.380146793,      -4.416294065,       8.858779488,        1.42824415,      0.1317834429,       5.075775597,       10.21165582,       1.521315159,       13.20051812,       1.490550469,       4.309887603,       1.292295974,       7.430453234,       1.398279862,       2.438475522,        6.25269036,       5.100537639,       10.28702364,        5.20755904,     0.05686876972,     0.05442708186,     0.05213758415,       0.053262581,    -0.04604907038,     -0.1011668864,    -0.09613159726,      0.2166960167,      -0.243347554,       5.079464599
          46,      -5.057004116,      -4.379842752,      -4.429765261,        8.83088522,       1.443666965,      0.1147535568,       5.128255533,       9.802487101,        1.56416204,       12.83115961,       1.505749737,       4.893812374,        1.29419255,       7.526284699,       1.395870919,       2.597720681,        6.39837912,       5.019009948,       10.27455218,        5.24300909,     0.05764732168,     0.05470506098,     0.05217586732,     0.05321576142,    -0.04744586985,       -0.10271596,    -0.09518495623,      0.2177440114,      -0.245346786,       5.031543094
          47,      -5.046288473,       -4.37763841,      -4.446396207,       8.736152169,       1.459073138,       0.102295262,       5.184220943,       9.252469612,       1.599997342,       12.39924653,       1.519808113,       5.458627535,       1.299160714,        7.60835993,       1.399150324,       2.744391291,       6.549746057,       4.933291807,       10.19522531,       5.286516205,     0.05828683786,     0.05496067364,     0.05227566584,     0.05327742124,    -0.04867723971,      -0.104279571,    -0.09417878126,      0.2188005986,      -0.247135592,       4.908709102
          48,      -5.032795712,      -4.376033227,      -4.464837977,       8.577009312,        1.47384005,      0.0928297368,       5.243991242,       8.594487156,         1.6276138,        11.9101328,       1.532576977,       5.991778208,       1.306711645,       7.651724359,       1.408031239,       2.884075139,       6.703708842,       4.847483275,       10.05084936,       5.336820979,     0.05877083252,     0.05519165572,     0.05242670709,      0.0534458462,    -0.04979713446,     -0.1058115093,    -0.09315793333,      0.2198350415,      -0.248766577,       4.714028384
          49,      -5.019516993,      -4.377585073,      -4.483041577,       8.358469808,       1.487428669,     0.08698781918,       5.307266333,       7.863598599,       1.646446079,       11.37018698,       1.543912504,       6.482974607,       1.316299149,       7.634024515,       1.421862467,       3.018487474,       6.857251059,       4.765278278,       9.845898477,       5.394254153,     0.05909359341,     0.05539582202,     0.05261776536,     0.05370793955,    -0.05081867841,     -0.1072694144,    -0.09216667522,      0.2208151204,      -0.250254768,       4.451644325
          50,      -5.008368023,      -4.384166477,      -4.499226958,       8.087412621,       1.499441679,     0.07617440637,       5.378381412,       7.094702365,         1.6565301,       10.78675242,       1.553687999,       6.924119265,       1.327406989,       7.537631627,       1.439611004,       3.144719671,       7.018995754,       4.689694817,       9.586854301,       5.454555819,     0.05925924558,     0.05557125558,     0.05283847096,     0.05404297161,     -0.0517161537,     -0.1087132596,    -0.09124635109,      0.2217119437,     -0.2516757644,       4.132298482
          51,      -4.999227858,      -4.396764684,      -4.510983089,       7.771698551,       1.509653496,     0.06287981281,       5.454422833,       6.319941332,       1.658436933,       10.16738624,       1.561770278,       7.310008369,       1.339598075,       7.350756696,       1.460099908,       3.260530916,        7.18174517,       4.624927961,       9.281352047,       5.517302646,     0.05928018612,     0.05571586796,      0.0530801364,      0.0544274764,    -0.05247368131,     -0.1100832797,    -0.09044989344,      0.2225036669,     -0.2530068545,       3.764049401
          52,      -4.992588371,       -4.41495108,      -4.516415264,       7.416436609,       1.517816041,     0.05243225911,       5.530098385,       5.560144335,       1.652952845,       9.513794113,       1.567972553,       7.641639368,       1.352351101,       7.065184499,       1.481859402,       3.361887696,       7.335442216,       4.573941511,        8.93425265,       5.582530645,     0.05917084939,     0.05582641239,     0.05333224001,     0.05483275831,    -0.05306808806,     -0.1113066835,    -0.08982212099,      0.2231622601,     -0.2541968925,       3.351722005
          53,      -4.987548232,      -4.438921804,      -4.515744923,        7.02667462,       1.524128879,     0.04445582641,        5.60306461,       4.835273126,        1.64177432,       8.829457439,       1.572345678,       7.918026591,       1.365440924,       6.676431185,        1.50371245,       3.446557993,       7.476527909,        4.53839326,       8.550803498,       5.647520437,     0.05895984795,     0.05590418079,     0.05359035228,     0.05523662133,    -0.05349151127,     -0.1123733496,    -0.08939148043,      0.2236910024,     -0.2552563413,       2.903283062
          54,      -4.984494232,      -4.468004868,       -4.51015627,        6.60851109,       1.528917306,     0.03919363458,       5.671538892,        4.16403084,       1.626870274,       8.122428258,       1.574918889,       8.135891035,       1.378755047,       6.185826914,       1.524687403,       3.512382411,       7.602227566,       4.520204782,       8.137428397,       5.710732527,     0.05868161282,     0.05595000855,     0.05385210764,     0.05562134901,    -0.05373693452,     -0.1132779202,    -0.08918171206,       0.224105078,     -0.2561965668,        2.42669587
          55,       -4.98231959,      -4.500053111,      -4.501133864,       6.167876255,       1.532339428,     0.03198859803,       5.735819872,       3.558359326,       1.609899999,       7.402359171,       1.575608408,        8.29298052,       1.392075374,       5.600211433,       1.543804861,       3.559723653,       7.712752625,       4.521358867,       7.700215683,        5.76780847,     0.05836643581,     0.05596243819,     0.05411283556,     0.05596945242,    -0.05381420816,     -0.1140400257,    -0.08921205909,       0.224411162,     -0.2570662929,       1.932407213
          56,      -4.982258287,       -4.52986657,      -4.489940431,       5.708693308,       1.534434966,     0.02264520218,       5.794041976,       3.020944749,       1.592260477,       6.676455175,       1.574330463,       8.389770837,       1.405052229,       4.928500723,       1.560134925,       3.586871681,       7.804526633,       4.543338107,       7.243128274,       5.816687178,     0.05804001203,     0.05593983561,     0.05436535671,     0.05626459165,    -0.05372065211,     -0.1146489912,    -0.08949313495,       0.224609796,     -0.2578627783,       1.426441096
